number_of_entries,week_day,total_time,total_time_h,total_time_days,prcent_VeryActiveMinutes,prcent_FairlyActiveMinutes,prcent_LightlyActiveMinutes,prcent_SedentaryMinutes
139,Tuesday,170839,2847.3166666666666,118.63819444444444,2.0106650120874039,1.2579094937338664,15.693723330152951,81.037702164025788
136,Wednesday,162500,2708.3333333333335,112.84722222222223,1.8676923076923078,1.1753846153846155,15.247384615384615,81.709538461538472
134,Thursday,155690,2594.8333333333335,108.11805555555556,1.7098079516988889,1.040529256856574,15.610508060890229,81.63915473055431
112,Friday,136069,2267.8166666666666,94.492361111111109,1.6925236460913213,1.1112009348198342,15.961019776730922,81.235255642357913
113,Saturday,134020,2233.6666666666665,93.069444444444443,1.8407700343232354,1.3497985375317116,16.841516191613191,79.967915236531866
116,Sunday,137848,2297.4666666666667,95.727777777777774,1.5843537809761479,1.1382102025419303,14.404996808078463,82.872439208403463
108,Monday,134404,2240.0666666666666,93.336111111111109,1.8206303383827862,1.1666319454778131,14.84554031130026,82.167197404839143
